id,appointment_id,amount,currency,status,payment_method,transaction_id,paid_at
361,30,800,MDL,paid,Card,TXN-2297804497,2026-09-05 13:31:00
362,690,500,MDL,paid,MIA (Mobile Payment),TXN-9828809171,2026-09-09 17:13:00
363,791,500,MDL,paid,Card,TXN-3043202658,2026-09-13 12:07:00
364,446,1200,MDL,paid,Card,TXN-2224516340,2026-08-23 16:41:00
365,485,1200,MDL,paid,Card,TXN-7540824913,2026-09-23 17:01:00
366,664,450,MDL,paid,Card,TXN-3934905118,2026-08-16 17:32:00
367,147,1200,MDL,refunded,Card,TXN-3881501013,
368,630,700,MDL,pending,Card,TXN-2201719429,
369,416,900,MDL,paid,Card,TXN-2502185350,2026-09-30 12:05:00
370,595,400,MDL,paid,Bank Transfer,TXN-7625941753,2026-08-14 12:53:00
371,733,1000,MDL,failed,MIA (Mobile Payment),TXN-2982295483,
372,261,350,MDL,paid,Card,TXN-7346304579,2026-09-14 18:54:00
373,258,400,MDL,paid,Card,TXN-4795493549,2026-09-27 12:22:00
374,298,350,MDL,paid,MIA (Mobile Payment),TXN-8006436443,2026-08-22 12:37:00
375,575,350,MDL,paid,Card,TXN-8063031263,2026-08-11 12:42:00
376,486,450,MDL,paid,MIA (Mobile Payment),TXN-9716933225,2026-09-17 18:30:00
377,971,700,MDL,pending,Card,TXN-1081790556,
378,512,450,MDL,pending,Bank Transfer,TXN-2596133058,
379,750,1200,MDL,pending,Card,TXN-6585070039,
380,545,600,MDL,paid,Card,TXN-4197908756,2026-08-21 17:11:00
381,350,800,MDL,paid,Card,TXN-6034711529,2026-09-03 19:42:00
382,222,600,MDL,paid,MIA (Mobile Payment),TXN-5078209773,2026-09-27 08:04:00
383,896,1000,MDL,pending,Bank Transfer,TXN-8757844084,
384,231,700,MDL,paid,MIA (Mobile Payment),TXN-9436699379,2026-08-30 17:20:00
385,556,400,MDL,refunded,Cash,TXN-5631639181,
386,3,1000,MDL,paid,Cash,TXN-9452841769,2026-09-11 14:20:00
387,923,1000,MDL,paid,MIA (Mobile Payment),TXN-8102835532,2026-09-20 11:12:00
388,12,1200,MDL,paid,Cash,TXN-7416388738,2026-08-18 12:20:00
389,88,450,MDL,paid,Bank Transfer,TXN-6874583116,2026-08-11 12:51:00
390,341,900,MDL,paid,Bank Transfer,TXN-1454090295,2026-08-30 15:54:00
391,523,1200,MDL,failed,Bank Transfer,TXN-9498050209,
392,547,900,MDL,pending,MIA (Mobile Payment),TXN-4239365664,
393,329,600,MDL,paid,MIA (Mobile Payment),TXN-4601413866,2026-08-25 09:39:00
394,421,600,MDL,paid,MIA (Mobile Payment),TXN-7084677311,2026-09-05 13:18:00
395,77,600,MDL,failed,Bank Transfer,TXN-2397442311,
396,451,450,MDL,paid,Bank Transfer,TXN-5954323099,2026-09-12 18:56:00
397,45,700,MDL,pending,Cash,TXN-7016521423,
398,954,600,MDL,failed,MIA (Mobile Payment),TXN-1344763942,
399,983,500,MDL,paid,Card,TXN-1637435004,2026-08-14 12:36:00
400,550,450,MDL,paid,Cash,TXN-1056915465,2026-09-09 18:17:00
401,362,400,MDL,refunded,Cash,TXN-2133676791,
402,109,600,MDL,paid,Cash,TXN-3340391793,2026-08-21 15:02:00
403,797,300,MDL,paid,Bank Transfer,TXN-4167806105,2026-09-21 17:35:00
404,35,1000,MDL,refunded,Cash,TXN-4231326422,
405,671,600,MDL,paid,Cash,TXN-1615079895,2026-09-06 16:38:00
406,146,450,MDL,paid,Bank Transfer,TXN-2022816886,2026-08-15 13:25:00
407,459,1200,MDL,paid,Card,TXN-7537165670,2026-09-05 11:51:00
408,774,700,MDL,paid,Bank Transfer,TXN-9842671785,2026-08-31 18:41:00
409,355,350,MDL,paid,Card,TXN-3831616332,2026-09-15 10:11:00
410,50,500,MDL,failed,Cash,TXN-2875840521,
411,667,700,MDL,paid,Bank Transfer,TXN-9418311150,2026-08-11 12:36:00
412,848,450,MDL,paid,MIA (Mobile Payment),TXN-6914702093,2026-09-02 18:39:00
413,229,300,MDL,paid,MIA (Mobile Payment),TXN-9900544872,2026-08-16 13:08:00
414,618,900,MDL,paid,MIA (Mobile Payment),TXN-9699031761,2026-08-21 18:37:00
415,675,600,MDL,failed,Cash,TXN-9982355023,
416,412,350,MDL,paid,MIA (Mobile Payment),TXN-7363255344,2026-08-11 19:32:00
417,816,800,MDL,paid,Bank Transfer,TXN-7292782469,2026-09-24 10:04:00
418,461,500,MDL,refunded,Card,TXN-7853184090,
419,448,800,MDL,paid,Card,TXN-1727126735,2026-08-14 13:20:00
420,769,1000,MDL,refunded,Card,TXN-2693204468,
421,504,600,MDL,paid,Bank Transfer,TXN-8880036163,2026-08-20 12:05:00
422,165,900,MDL,paid,MIA (Mobile Payment),TXN-6404297830,2026-08-14 17:20:00
423,867,900,MDL,refunded,Card,TXN-2449132866,
424,991,350,MDL,paid,Bank Transfer,TXN-6397695397,2026-09-16 12:31:00
425,861,500,MDL,paid,Cash,TXN-9413460403,2026-09-30 13:41:00
426,989,350,MDL,paid,Cash,TXN-7599874562,2026-08-17 18:02:00
427,323,400,MDL,paid,Card,TXN-3723664124,2026-09-08 19:19:00
428,683,500,MDL,paid,Cash,TXN-4072988036,2026-08-26 17:13:00
429,833,400,MDL,paid,Cash,TXN-2994090270,2026-08-27 16:05:00
430,517,1200,MDL,paid,Card,TXN-1259587588,2026-08-10 17:04:00
431,530,400,MDL,refunded,Card,TXN-8058574239,
432,927,350,MDL,refunded,MIA (Mobile Payment),TXN-9887669509,
433,51,600,MDL,paid,Cash,TXN-1486407180,2026-09-24 16:45:00
434,138,1200,MDL,paid,Cash,TXN-8856160930,2026-08-12 09:24:00
435,250,900,MDL,paid,Bank Transfer,TXN-6263251815,2026-08-13 09:26:00
436,948,1000,MDL,paid,MIA (Mobile Payment),TXN-8705121731,2026-09-13 15:42:00
437,766,400,MDL,paid,Bank Transfer,TXN-7952492783,2026-08-08 15:01:00
438,71,500,MDL,paid,MIA (Mobile Payment),TXN-4293681273,2026-09-04 12:48:00
439,710,700,MDL,paid,Cash,TXN-7412061155,2026-09-25 16:41:00
440,483,700,MDL,refunded,Cash,TXN-8129718964,
441,351,1200,MDL,paid,Card,TXN-3154213590,2026-09-03 19:12:00
442,717,900,MDL,refunded,Cash,TXN-6249127862,
443,609,800,MDL,refunded,MIA (Mobile Payment),TXN-5349062713,
444,374,400,MDL,paid,Cash,TXN-3688285947,2026-08-27 18:27:00
445,344,450,MDL,paid,Card,TXN-9770940360,2026-08-08 18:59:00
446,369,400,MDL,paid,Bank Transfer,TXN-2201929040,2026-09-02 16:03:00
447,367,350,MDL,paid,Bank Transfer,TXN-5616626535,2026-08-20 17:31:00
448,377,1000,MDL,paid,Bank Transfer,TXN-3848468416,2026-08-31 10:53:00
449,290,600,MDL,refunded,Bank Transfer,TXN-6157917499,
450,684,800,MDL,refunded,Cash,TXN-7926485786,
451,657,600,MDL,paid,Card,TXN-5203110172,2026-08-22 10:26:00
452,780,350,MDL,paid,MIA (Mobile Payment),TXN-1674917618,2026-09-07 18:11:00
453,651,1200,MDL,paid,MIA (Mobile Payment),TXN-1616174176,2026-09-09 12:51:00
454,133,500,MDL,refunded,Bank Transfer,TXN-4835857304,
455,765,400,MDL,paid,MIA (Mobile Payment),TXN-7613351859,2026-08-19 11:15:00
456,297,1000,MDL,paid,Cash,TXN-3014894348,2026-09-21 12:01:00
457,732,1200,MDL,refunded,Cash,TXN-9353440807,
458,202,300,MDL,paid,Bank Transfer,TXN-6776735609,2026-08-20 16:44:00
459,525,400,MDL,refunded,Card,TXN-5974670108,
460,542,1000,MDL,pending,Card,TXN-6066374971,
461,215,300,MDL,refunded,Card,TXN-1894464197,
462,805,900,MDL,paid,Bank Transfer,TXN-5456596640,2026-09-16 17:41:00
463,473,500,MDL,paid,Card,TXN-3646936609,2026-08-17 15:09:00
464,191,350,MDL,paid,Bank Transfer,TXN-9078301470,2026-08-18 19:09:00
465,141,900,MDL,pending,Card,TXN-3338070048,
466,775,350,MDL,failed,MIA (Mobile Payment),TXN-7084149343,
467,18,1200,MDL,paid,Card,TXN-2650624991,2026-09-17 17:37:00
468,492,1000,MDL,paid,Bank Transfer,TXN-9992822175,2026-08-30 17:49:00
469,163,450,MDL,paid,Bank Transfer,TXN-5744175267,2026-09-15 09:12:00
470,431,1000,MDL,paid,MIA (Mobile Payment),TXN-2701514444,2026-08-14 17:58:00
471,817,600,MDL,paid,Card,TXN-5255688536,2026-09-16 15:16:00
472,648,700,MDL,failed,Bank Transfer,TXN-2882531395,
473,658,800,MDL,refunded,MIA (Mobile Payment),TXN-8698879415,
474,84,400,MDL,paid,Cash,TXN-7781179563,2026-08-17 13:19:00
475,968,600,MDL,paid,Cash,TXN-2800086527,2026-08-17 13:00:00
476,167,800,MDL,paid,MIA (Mobile Payment),TXN-9927884041,2026-08-24 18:13:00
477,100,400,MDL,paid,Bank Transfer,TXN-5053889436,2026-09-13 18:14:00
478,338,600,MDL,paid,MIA (Mobile Payment),TXN-2384834740,2026-08-27 13:38:00
479,413,500,MDL,paid,Cash,TXN-8613625316,2026-08-14 12:40:00
480,590,500,MDL,paid,Bank Transfer,TXN-9947035356,2026-09-29 11:02:00
481,868,450,MDL,paid,Bank Transfer,TXN-7587141213,2026-08-19 11:51:00
482,792,1000,MDL,paid,Card,TXN-7019137695,2026-09-05 18:21:00
483,437,600,MDL,paid,Cash,TXN-7017604328,2026-08-26 14:46:00
484,976,1200,MDL,failed,Cash,TXN-8148329844,
485,195,800,MDL,paid,Cash,TXN-1593842285,2026-09-26 16:07:00
486,731,300,MDL,paid,Cash,TXN-8407268336,2026-08-12 17:31:00
487,216,1200,MDL,paid,Bank Transfer,TXN-3655647206,2026-09-14 09:10:00
488,911,700,MDL,paid,Bank Transfer,TXN-3940138588,2026-09-21 08:53:00
489,142,700,MDL,paid,Card,TXN-3678661686,2026-09-12 11:42:00
490,301,600,MDL,paid,Card,TXN-5379664856,2026-08-26 15:34:00
491,314,700,MDL,paid,MIA (Mobile Payment),TXN-3698109034,2026-09-11 11:19:00
492,442,400,MDL,paid,Card,TXN-1849624775,2026-09-11 15:59:00
493,16,1200,MDL,paid,Bank Transfer,TXN-9302660190,2026-08-23 14:02:00
494,579,400,MDL,paid,Cash,TXN-7845462240,2026-09-10 14:22:00
495,514,700,MDL,refunded,Cash,TXN-8509927704,
496,945,1000,MDL,paid,Bank Transfer,TXN-5325511180,2026-09-10 16:42:00
497,212,800,MDL,paid,MIA (Mobile Payment),TXN-2914080109,2026-09-18 19:15:00
498,941,800,MDL,paid,Cash,TXN-5458496653,2026-09-27 15:05:00
499,725,900,MDL,refunded,Cash,TXN-6287935048,
500,636,350,MDL,paid,MIA (Mobile Payment),TXN-3440355314,2026-08-16 14:46:00
501,387,1000,MDL,paid,MIA (Mobile Payment),TXN-1476207723,2026-08-12 19:04:00
502,986,450,MDL,refunded,Cash,TXN-1714439707,
503,384,300,MDL,paid,Cash,TXN-5506243041,2026-09-25 16:25:00
504,423,450,MDL,refunded,Bank Transfer,TXN-6289241841,
505,822,900,MDL,failed,MIA (Mobile Payment),TXN-5130327366,
506,205,800,MDL,failed,Cash,TXN-2116008818,
507,520,600,MDL,paid,Bank Transfer,TXN-3329099261,2026-09-14 14:41:00
508,669,900,MDL,paid,Cash,TXN-4610134672,2026-09-27 14:03:00
509,396,400,MDL,failed,Card,TXN-8314873295,
510,96,350,MDL,paid,Bank Transfer,TXN-9152788558,2026-08-24 10:36:00
511,851,900,MDL,paid,MIA (Mobile Payment),TXN-4937277221,2026-08-13 19:42:00
512,702,900,MDL,paid,Bank Transfer,TXN-7355954897,2026-08-21 11:18:00
513,581,1000,MDL,paid,Card,TXN-3520299271,2026-09-07 17:42:00
514,966,450,MDL,refunded,Cash,TXN-5360349737,
515,245,900,MDL,paid,MIA (Mobile Payment),TXN-3838802810,2026-09-25 18:21:00
516,479,1200,MDL,paid,Bank Transfer,TXN-9136118357,2026-09-18 08:27:00
517,408,700,MDL,failed,Card,TXN-3843018030,
518,825,700,MDL,paid,Bank Transfer,TXN-6307090614,2026-09-07 09:56:00
519,901,400,MDL,paid,Bank Transfer,TXN-4926307140,2026-08-13 12:30:00
520,66,800,MDL,refunded,MIA (Mobile Payment),TXN-2364869796,
521,82,350,MDL,paid,Cash,TXN-6812081526,2026-09-10 11:32:00
522,438,1000,MDL,failed,Card,TXN-6036636723,
523,52,300,MDL,paid,Card,TXN-4261949820,2026-08-24 10:51:00
524,754,350,MDL,paid,Cash,TXN-3611664935,2026-09-08 09:04:00
525,714,500,MDL,paid,Bank Transfer,TXN-8813807535,2026-08-28 17:43:00
526,849,700,MDL,paid,Bank Transfer,TXN-4535579720,2026-08-13 09:08:00
527,136,450,MDL,paid,MIA (Mobile Payment),TXN-1604449845,2026-08-19 15:39:00
528,696,800,MDL,paid,MIA (Mobile Payment),TXN-2673708020,2026-08-17 09:22:00
529,106,1000,MDL,paid,MIA (Mobile Payment),TXN-1761203170,2026-08-15 11:55:00
530,48,900,MDL,paid,Cash,TXN-5421500175,2026-09-01 14:58:00
531,99,1000,MDL,paid,Bank Transfer,TXN-9274376403,2026-08-15 13:54:00
532,389,800,MDL,paid,Bank Transfer,TXN-1454672663,2026-08-31 11:56:00
533,806,800,MDL,paid,Bank Transfer,TXN-5494571138,2026-08-24 18:08:00
534,934,900,MDL,paid,Card,TXN-9834982108,2026-09-07 15:02:00
535,371,600,MDL,paid,Card,TXN-9330805262,2026-09-16 11:49:00
536,39,800,MDL,paid,Bank Transfer,TXN-3175656542,2026-09-07 18:15:00
537,110,900,MDL,refunded,Bank Transfer,TXN-4647583211,
538,233,1000,MDL,paid,MIA (Mobile Payment),TXN-1321482573,2026-09-08 16:27:00
539,633,700,MDL,refunded,Bank Transfer,TXN-9927917769,
540,548,300,MDL,refunded,Bank Transfer,TXN-5195918588,
541,224,450,MDL,pending,Bank Transfer,TXN-1595930570,
542,98,800,MDL,paid,Bank Transfer,TXN-8962313073,2026-09-19 11:03:00
543,474,300,MDL,paid,Card,TXN-3142946129,2026-09-24 15:05:00
544,795,450,MDL,paid,MIA (Mobile Payment),TXN-2993397439,2026-09-20 10:52:00
545,385,450,MDL,pending,Card,TXN-5914110895,
546,395,300,MDL,failed,Bank Transfer,TXN-3463957702,
547,336,800,MDL,paid,Bank Transfer,TXN-3673777105,2026-08-20 15:50:00
548,903,900,MDL,failed,Card,TXN-7283078344,
549,24,700,MDL,paid,MIA (Mobile Payment),TXN-6388452968,2026-08-31 19:28:00
550,810,1000,MDL,failed,Cash,TXN-5358392628,
551,943,400,MDL,paid,Cash,TXN-8351416890,2026-08-28 14:30:00
552,21,900,MDL,pending,MIA (Mobile Payment),TXN-9355233090,
553,435,700,MDL,paid,MIA (Mobile Payment),TXN-9384397590,2026-08-28 17:04:00
554,426,800,MDL,refunded,Cash,TXN-8526564603,
555,511,450,MDL,paid,MIA (Mobile Payment),TXN-6887618008,2026-08-29 16:05:00
556,185,600,MDL,refunded,Bank Transfer,TXN-2437089844,
557,980,400,MDL,paid,Cash,TXN-5800499710,2026-08-22 19:12:00
558,882,450,MDL,paid,Cash,TXN-4333640791,2026-09-16 09:58:00
559,391,600,MDL,paid,Bank Transfer,TXN-7759740005,2026-08-23 18:39:00
560,445,700,MDL,paid,Bank Transfer,TXN-1322330179,2026-08-29 12:53:00
561,655,350,MDL,pending,Cash,TXN-2885281094,
562,612,1200,MDL,paid,Card,TXN-1945495202,2026-08-19 17:38:00
563,552,1000,MDL,paid,Card,TXN-4324145652,2026-09-16 19:26:00
564,365,1200,MDL,paid,Cash,TXN-9929429121,2026-09-06 14:52:00
565,958,500,MDL,paid,Card,TXN-9000029714,2026-08-21 10:25:00
566,49,350,MDL,paid,Bank Transfer,TXN-9567145445,2026-08-27 19:11:00
567,841,1200,MDL,paid,MIA (Mobile Payment),TXN-2501556296,2026-09-03 12:40:00
568,321,500,MDL,paid,Bank Transfer,TXN-2229745710,2026-09-06 09:41:00
569,368,400,MDL,paid,Cash,TXN-7630988027,2026-08-27 18:10:00
570,839,350,MDL,paid,Bank Transfer,TXN-5542003212,2026-09-06 10:27:00
571,799,900,MDL,paid,Card,TXN-8596105356,2026-09-17 12:27:00
572,304,900,MDL,paid,Cash,TXN-4716340981,2026-09-17 11:13:00
573,527,300,MDL,paid,Cash,TXN-5540777163,2026-09-08 18:18:00
574,455,400,MDL,paid,Bank Transfer,TXN-3626897708,2026-08-19 19:13:00
575,347,600,MDL,paid,Cash,TXN-2880456643,2026-08-16 10:55:00
576,335,600,MDL,paid,Card,TXN-5372639720,2026-09-21 11:49:00
577,348,900,MDL,paid,Card,TXN-3705372445,2026-08-08 12:51:00
578,551,600,MDL,paid,Card,TXN-3243870890,2026-08-23 12:30:00
579,763,300,MDL,paid,Bank Transfer,TXN-8449831382,2026-09-07 18:09:00
580,922,600,MDL,paid,Card,TXN-5315853284,2026-09-12 18:52:00
581,480,500,MDL,paid,Card,TXN-1889341731,2026-08-30 12:22:00
582,749,900,MDL,refunded,Bank Transfer,TXN-2609797851,
583,536,400,MDL,paid,Bank Transfer,TXN-1165686263,2026-08-22 16:33:00
584,509,1200,MDL,paid,Bank Transfer,TXN-1700828187,2026-08-13 12:08:00
585,117,350,MDL,paid,Bank Transfer,TXN-3003690036,2026-09-02 11:59:00
586,196,800,MDL,pending,Bank Transfer,TXN-1174876238,
587,328,300,MDL,paid,Cash,TXN-6459691875,2026-08-23 09:27:00
588,500,800,MDL,paid,Bank Transfer,TXN-2479052685,2026-09-10 12:57:00
589,144,1200,MDL,paid,Cash,TXN-3524480841,2026-08-15 11:26:00
590,865,700,MDL,paid,Bank Transfer,TXN-3734231347,2026-08-18 13:26:00
591,751,600,MDL,paid,Cash,TXN-7314713944,2026-09-13 15:39:00
592,975,450,MDL,failed,Bank Transfer,TXN-4407098155,
593,563,300,MDL,paid,MIA (Mobile Payment),TXN-6996688849,2026-09-08 09:35:00
594,311,500,MDL,paid,MIA (Mobile Payment),TXN-8146735045,2026-09-09 09:04:00
595,10,350,MDL,refunded,Cash,TXN-4678081222,
596,660,600,MDL,paid,Card,TXN-6086962007,2026-09-06 17:21:00
597,555,350,MDL,pending,Cash,TXN-7910906207,
598,85,1200,MDL,paid,Card,TXN-1841223748,2026-08-21 10:54:00
599,68,600,MDL,paid,Cash,TXN-7656717517,2026-09-20 19:28:00
600,505,450,MDL,paid,Bank Transfer,TXN-1089943423,2026-09-26 15:49:00
601,214,1200,MDL,paid,MIA (Mobile Payment),TXN-3020122613,2026-08-24 14:34:00
602,263,500,MDL,paid,Card,TXN-3008726327,2026-09-29 14:25:00
603,124,900,MDL,failed,Card,TXN-7003303705,
604,422,1200,MDL,paid,MIA (Mobile Payment),TXN-1477637782,2026-08-24 14:33:00
605,566,600,MDL,paid,Bank Transfer,TXN-5635483398,2026-08-20 09:13:00
606,653,1200,MDL,paid,Bank Transfer,TXN-7625177754,2026-08-15 17:24:00
607,962,700,MDL,paid,Cash,TXN-2295008150,2026-09-14 10:34:00
608,919,300,MDL,paid,MIA (Mobile Payment),TXN-5421591847,2026-08-29 18:45:00
609,594,1000,MDL,paid,Cash,TXN-5110810843,2026-09-05 16:06:00
610,380,350,MDL,paid,Bank Transfer,TXN-2045961980,2026-08-17 17:44:00
611,429,350,MDL,refunded,Cash,TXN-1008286934,
612,984,900,MDL,failed,Cash,TXN-5168571645,
613,798,600,MDL,paid,MIA (Mobile Payment),TXN-1082815883,2026-08-20 17:30:00
614,175,1200,MDL,refunded,MIA (Mobile Payment),TXN-6865912389,
615,824,500,MDL,refunded,MIA (Mobile Payment),TXN-3623066784,
616,659,350,MDL,pending,MIA (Mobile Payment),TXN-8380960636,
617,877,600,MDL,paid,Bank Transfer,TXN-6295521519,2026-09-01 10:29:00
618,122,600,MDL,refunded,Card,TXN-7107312595,
619,470,450,MDL,failed,Bank Transfer,TXN-5547128570,
620,926,700,MDL,refunded,Cash,TXN-5808520924,
621,864,1200,MDL,paid,Cash,TXN-5440057229,2026-09-11 15:47:00
622,44,1200,MDL,paid,Cash,TXN-7439568208,2026-09-16 19:19:00
623,296,400,MDL,refunded,Card,TXN-3121989372,
624,192,800,MDL,paid,Bank Transfer,TXN-5262339978,2026-09-02 10:27:00
625,678,500,MDL,paid,Bank Transfer,TXN-3280466179,2026-09-14 13:14:00
626,306,1000,MDL,paid,MIA (Mobile Payment),TXN-2785258187,2026-08-25 10:12:00
627,830,400,MDL,paid,Bank Transfer,TXN-1399101365,2026-08-15 10:38:00
628,700,1200,MDL,refunded,MIA (Mobile Payment),TXN-1064169031,
629,475,1200,MDL,paid,Bank Transfer,TXN-6622573450,2026-09-18 18:01:00
630,850,900,MDL,paid,Card,TXN-6011620828,2026-08-11 17:31:00
631,27,700,MDL,paid,Bank Transfer,TXN-2249119871,2026-09-19 17:10:00
632,375,700,MDL,paid,MIA (Mobile Payment),TXN-3030380739,2026-09-19 09:18:00
633,383,800,MDL,paid,Card,TXN-1237982103,2026-08-20 11:56:00
634,487,500,MDL,refunded,Card,TXN-7365726150,
635,119,450,MDL,paid,Card,TXN-8434266672,2026-09-21 19:22:00
636,444,350,MDL,paid,Bank Transfer,TXN-5856735906,2026-08-18 15:06:00
637,845,400,MDL,paid,Card,TXN-6395031930,2026-08-30 16:41:00
638,701,1200,MDL,paid,MIA (Mobile Payment),TXN-1215117617,2026-09-13 15:00:00
639,614,600,MDL,paid,MIA (Mobile Payment),TXN-5676938072,2026-09-03 17:54:00
640,129,1000,MDL,paid,Card,TXN-7590183579,2026-08-20 13:44:00
641,679,700,MDL,paid,Card,TXN-6526373873,2026-08-23 14:20:00
642,572,1200,MDL,paid,Bank Transfer,TXN-7607519557,2026-08-21 17:05:00
643,752,800,MDL,paid,Cash,TXN-4584621472,2026-08-03 14:12:00
644,17,700,MDL,paid,Cash,TXN-3698944591,2026-08-04 16:33:00
645,209,500,MDL,paid,Cash,TXN-9646578872,2026-08-26 09:03:00
646,104,600,MDL,paid,Bank Transfer,TXN-8646906902,2026-08-12 10:58:00
647,885,700,MDL,paid,Bank Transfer,TXN-5631216808,2026-09-05 10:25:00
648,376,500,MDL,failed,Cash,TXN-8081960090,
649,58,600,MDL,refunded,Bank Transfer,TXN-5195259897,
650,508,1200,MDL,failed,Card,TXN-9578518364,
651,677,400,MDL,paid,Cash,TXN-6846563676,2026-09-10 16:56:00
652,909,600,MDL,paid,Bank Transfer,TXN-7708703825,2026-09-20 10:12:00
653,2,300,MDL,paid,MIA (Mobile Payment),TXN-5624974668,2026-09-05 15:05:00
654,947,600,MDL,paid,Card,TXN-6097281957,2026-08-11 11:02:00
655,254,600,MDL,paid,Cash,TXN-5873187384,2026-09-23 12:22:00
656,573,300,MDL,refunded,Bank Transfer,TXN-7558099209,
657,823,400,MDL,paid,Bank Transfer,TXN-9407310957,2026-09-25 12:23:00
658,876,300,MDL,paid,Card,TXN-1650118777,2026-08-28 15:07:00
659,42,300,MDL,paid,MIA (Mobile Payment),TXN-7873952350,2026-09-17 16:13:00
660,519,1000,MDL,failed,Bank Transfer,TXN-9001096603,
661,320,1000,MDL,paid,Cash,TXN-4622233874,2026-09-17 17:03:00
662,361,700,MDL,refunded,Card,TXN-4977583496,
663,647,1000,MDL,paid,MIA (Mobile Payment),TXN-2364539733,2026-08-25 10:03:00
664,300,300,MDL,paid,MIA (Mobile Payment),TXN-9217756499,2026-08-25 10:30:00
665,843,1200,MDL,paid,Card,TXN-9541358784,2026-08-27 17:30:00
666,656,400,MDL,failed,Cash,TXN-5998040537,
667,712,900,MDL,paid,Cash,TXN-3403859089,2026-09-17 15:08:00
668,401,800,MDL,paid,Bank Transfer,TXN-9880478798,2026-08-13 18:44:00
669,528,1000,MDL,paid,Bank Transfer,TXN-7085244275,2026-09-19 15:08:00
670,400,400,MDL,paid,Cash,TXN-2572577225,2026-08-14 17:23:00
671,846,450,MDL,refunded,MIA (Mobile Payment),TXN-2407853396,
672,739,1200,MDL,paid,Cash,TXN-2562096844,2026-09-02 12:10:00
673,965,700,MDL,paid,Bank Transfer,TXN-7906375863,2026-09-06 11:10:00
674,869,600,MDL,paid,MIA (Mobile Payment),TXN-2575256397,2026-09-02 08:59:00
675,744,450,MDL,paid,Bank Transfer,TXN-2026618612,2026-09-09 16:57:00
676,745,1200,MDL,paid,Card,TXN-3661386442,2026-09-16 08:50:00
677,327,500,MDL,paid,Bank Transfer,TXN-4785107206,2026-08-28 18:25:00
678,970,500,MDL,paid,Cash,TXN-6250123303,2026-09-13 14:29:00
679,611,450,MDL,refunded,MIA (Mobile Payment),TXN-8311278672,
680,888,500,MDL,paid,MIA (Mobile Payment),TXN-5386207810,2026-08-13 18:09:00
681,302,1000,MDL,paid,Card,TXN-3593238030,2026-08-06 12:24:00
682,439,1000,MDL,paid,MIA (Mobile Payment),TXN-1248589429,2026-09-10 19:50:00
683,453,1200,MDL,paid,Bank Transfer,TXN-4638040962,2026-08-16 16:32:00
684,72,500,MDL,paid,MIA (Mobile Payment),TXN-6736013480,2026-09-13 12:40:00
685,177,900,MDL,refunded,Cash,TXN-9177191997,
686,737,800,MDL,paid,Card,TXN-6283442582,2026-08-12 16:54:00
687,370,1200,MDL,paid,MIA (Mobile Payment),TXN-1965074109,2026-09-21 16:08:00
688,645,450,MDL,paid,Cash,TXN-4753791434,2026-08-20 17:03:00
689,531,900,MDL,refunded,Bank Transfer,TXN-7218205825,
690,223,300,MDL,paid,Bank Transfer,TXN-5932323623,2026-09-21 19:17:00
691,949,1000,MDL,refunded,MIA (Mobile Payment),TXN-9678449459,
692,372,400,MDL,refunded,Cash,TXN-1537999653,
693,43,400,MDL,paid,MIA (Mobile Payment),TXN-5389581476,2026-09-07 18:54:00
694,625,800,MDL,paid,MIA (Mobile Payment),TXN-7250729403,2026-09-20 12:57:00
695,978,700,MDL,paid,Bank Transfer,TXN-5325041892,2026-09-26 09:44:00
696,268,500,MDL,paid,MIA (Mobile Payment),TXN-1063475720,2026-08-31 13:34:00
697,149,450,MDL,paid,Cash,TXN-4047018001,2026-08-20 14:56:00
698,198,1200,MDL,paid,Cash,TXN-6638959133,2026-09-26 13:56:00
699,673,1000,MDL,paid,MIA (Mobile Payment),TXN-1516701086,2026-09-20 17:04:00
700,992,500,MDL,paid,Cash,TXN-4081225746,2026-08-14 17:16:00
701,477,400,MDL,refunded,Card,TXN-1297455254,
702,535,1200,MDL,refunded,Card,TXN-9179087667,
703,663,900,MDL,refunded,Bank Transfer,TXN-5037054891,
704,36,350,MDL,refunded,MIA (Mobile Payment),TXN-6474870888,
705,707,300,MDL,paid,MIA (Mobile Payment),TXN-5230159106,2026-09-03 10:10:00
706,898,350,MDL,paid,Bank Transfer,TXN-5261671877,2026-09-09 18:30:00
707,309,1000,MDL,refunded,Card,TXN-2024233985,
708,932,800,MDL,paid,Cash,TXN-7001440121,2026-09-22 08:49:00
709,813,450,MDL,paid,Card,TXN-7044073086,2026-09-03 08:07:00
710,620,300,MDL,paid,MIA (Mobile Payment),TXN-2676769623,2026-09-26 16:19:00
711,740,400,MDL,paid,Cash,TXN-7800292974,2026-08-17 09:38:00
712,634,700,MDL,paid,Card,TXN-6835695869,2026-09-07 18:06:00
713,723,800,MDL,failed,Bank Transfer,TXN-4015864403,
714,857,900,MDL,failed,Card,TXN-5375893189,
715,342,700,MDL,paid,MIA (Mobile Payment),TXN-5317655879,2026-09-11 10:07:00
716,726,1200,MDL,paid,MIA (Mobile Payment),TXN-3727802297,2026-09-26 18:11:00
717,139,300,MDL,refunded,Cash,TXN-7081700080,
718,607,400,MDL,paid,Bank Transfer,TXN-9685289161,2026-08-23 15:58:00
719,686,350,MDL,pending,Card,TXN-2479799501,
720,870,1000,MDL,paid,Cash,TXN-9010982261,2026-08-14 13:02:00
