id,user_id,type,title,body,is_read,created_at
680,2290,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-29 02:00:00
681,2388,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-08-31 15:00:00
682,2225,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-07-23 23:00:00
683,2324,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-25 11:00:00
684,2238,payment_received,Payment received,We have received your payment. Thank you.,1,2026-08-30 22:00:00
685,2030,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-05 16:00:00
686,2258,payment_received,Payment received,We have received your payment. Thank you.,1,2026-08-28 23:00:00
687,2342,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-10 17:00:00
688,2157,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-06 16:00:00
689,2211,new_message,New message received,You have a new message in your consultation chat.,0,2026-07-15 22:00:00
690,1039,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-27 09:00:00
691,2267,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-08-13 06:00:00
692,2171,system,System notification,There has been an update to your account or app settings.,1,2026-08-06 07:00:00
693,1023,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-12 06:00:00
694,2328,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-08 07:00:00
695,1032,payment_received,Payment received,We have received your payment. Thank you.,0,2026-07-03 21:00:00
696,2201,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,0,2026-07-29 04:00:00
697,2283,payment_received,Payment received,We have received your payment. Thank you.,1,2026-08-01 20:00:00
698,2121,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-13 19:00:00
699,1006,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-07-20 12:00:00
700,2256,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,0,2026-07-05 07:00:00
701,2109,system,System notification,There has been an update to your account or app settings.,0,2026-07-31 11:00:00
702,2161,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-08 05:00:00
703,2278,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-16 21:00:00
704,2289,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-07-22 23:00:00
705,2006,new_message,New message received,You have a new message in your consultation chat.,1,2026-07-19 13:00:00
706,1013,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-07-08 19:00:00
707,2116,system,System notification,There has been an update to your account or app settings.,0,2026-08-20 23:00:00
708,2180,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-02 15:00:00
709,2003,system,System notification,There has been an update to your account or app settings.,1,2026-07-08 07:00:00
710,2017,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-02 08:00:00
711,2133,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-07-25 03:00:00
712,1023,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-07-22 06:00:00
713,2130,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-15 15:00:00
714,2094,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-27 10:00:00
715,2316,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,0,2026-07-23 17:00:00
716,2019,new_message,New message received,You have a new message in your consultation chat.,1,2026-07-13 11:00:00
717,2032,payment_received,Payment received,We have received your payment. Thank you.,0,2026-07-12 04:00:00
718,2220,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-25 19:00:00
719,2225,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-07-02 17:00:00
720,2213,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-27 13:00:00
721,2059,payment_received,Payment received,We have received your payment. Thank you.,0,2026-07-11 08:00:00
722,2264,system,System notification,There has been an update to your account or app settings.,1,2026-08-29 07:00:00
723,2325,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-08-03 20:00:00
724,2003,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-22 01:00:00
725,2343,system,System notification,There has been an update to your account or app settings.,1,2026-08-11 17:00:00
726,2227,new_message,New message received,You have a new message in your consultation chat.,0,2026-07-05 20:00:00
727,2250,new_message,New message received,You have a new message in your consultation chat.,1,2026-07-17 18:00:00
728,2027,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-02 14:00:00
729,2227,payment_received,Payment received,We have received your payment. Thank you.,1,2026-08-31 04:00:00
730,2240,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-01 09:00:00
731,2235,system,System notification,There has been an update to your account or app settings.,0,2026-08-31 03:00:00
732,2373,payment_received,Payment received,We have received your payment. Thank you.,0,2026-08-12 13:00:00
733,2384,system,System notification,There has been an update to your account or app settings.,1,2026-08-05 08:00:00
734,2024,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-07-21 02:00:00
735,2156,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-25 14:00:00
736,2205,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-07 11:00:00
737,2030,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-30 15:00:00
738,2400,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-07-18 23:00:00
739,2244,system,System notification,There has been an update to your account or app settings.,1,2026-08-23 07:00:00
740,2364,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-31 20:00:00
741,2037,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-07-06 12:00:00
742,2330,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-11 09:00:00
743,1024,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-02 05:00:00
744,2346,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-31 04:00:00
745,2260,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-08-23 11:00:00
746,2170,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-15 09:00:00
747,2167,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-22 03:00:00
748,2355,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,0,2026-07-28 23:00:00
749,2315,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-25 02:00:00
750,2385,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-07-19 00:00:00
751,2336,payment_received,Payment received,We have received your payment. Thank you.,0,2026-07-03 06:00:00
752,2260,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-07-14 02:00:00
753,2067,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-18 06:00:00
754,2252,system,System notification,There has been an update to your account or app settings.,1,2026-08-29 23:00:00
755,2306,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-18 09:00:00
756,2004,new_message,New message received,You have a new message in your consultation chat.,0,2026-07-06 14:00:00
757,2294,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-04 14:00:00
758,2002,new_message,New message received,You have a new message in your consultation chat.,1,2026-07-02 05:00:00
759,1009,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-31 09:00:00
760,2132,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-13 08:00:00
761,1031,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-22 04:00:00
762,2396,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-24 00:00:00
763,2063,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-20 16:00:00
764,2160,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-25 19:00:00
765,2307,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-04 19:00:00
766,2357,system,System notification,There has been an update to your account or app settings.,1,2026-08-30 00:00:00
767,2382,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-26 06:00:00
768,2310,payment_received,Payment received,We have received your payment. Thank you.,0,2026-08-16 20:00:00
769,2114,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-30 20:00:00
770,1033,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-15 14:00:00
771,2048,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-25 16:00:00
772,2184,system,System notification,There has been an update to your account or app settings.,1,2026-07-26 05:00:00
773,2056,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-29 02:00:00
774,2039,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-07-19 02:00:00
775,1032,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-04 22:00:00
776,2118,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-22 16:00:00
777,2211,system,System notification,There has been an update to your account or app settings.,1,2026-07-17 11:00:00
778,2053,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-04 22:00:00
779,2080,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-18 03:00:00
780,2258,new_message,New message received,You have a new message in your consultation chat.,0,2026-08-24 03:00:00
781,2017,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-15 23:00:00
782,2244,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-20 11:00:00
783,2057,system,System notification,There has been an update to your account or app settings.,0,2026-07-14 10:00:00
784,2034,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-10 05:00:00
785,2009,new_message,New message received,You have a new message in your consultation chat.,0,2026-07-11 19:00:00
786,2386,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-29 15:00:00
787,2375,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-08-29 17:00:00
788,1034,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-04 10:00:00
789,2251,system,System notification,There has been an update to your account or app settings.,1,2026-07-16 10:00:00
790,2191,new_message,New message received,You have a new message in your consultation chat.,1,2026-07-07 08:00:00
791,2006,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-07-25 20:00:00
792,2150,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-19 10:00:00
793,2245,system,System notification,There has been an update to your account or app settings.,0,2026-08-28 22:00:00
794,2073,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-30 04:00:00
795,1011,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-13 14:00:00
796,2261,payment_received,Payment received,We have received your payment. Thank you.,1,2026-08-21 22:00:00
797,2336,payment_received,Payment received,We have received your payment. Thank you.,0,2026-07-30 00:00:00
798,2360,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-26 07:00:00
799,2331,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-20 19:00:00
800,2099,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-07-11 15:00:00
801,2199,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-29 16:00:00
802,2352,system,System notification,There has been an update to your account or app settings.,1,2026-08-20 19:00:00
803,2203,payment_received,Payment received,We have received your payment. Thank you.,0,2026-08-28 17:00:00
804,2070,new_message,New message received,You have a new message in your consultation chat.,0,2026-07-08 04:00:00
805,2301,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-07-02 01:00:00
806,2307,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-27 21:00:00
807,2124,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-07-13 12:00:00
808,2223,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-07-11 18:00:00
809,2399,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-08-21 05:00:00
810,2324,new_message,New message received,You have a new message in your consultation chat.,0,2026-07-24 07:00:00
811,2348,payment_received,Payment received,We have received your payment. Thank you.,0,2026-07-16 06:00:00
812,1028,system,System notification,There has been an update to your account or app settings.,1,2026-08-28 15:00:00
813,2131,payment_received,Payment received,We have received your payment. Thank you.,0,2026-07-25 17:00:00
814,2263,new_message,New message received,You have a new message in your consultation chat.,1,2026-07-11 16:00:00
815,2396,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,0,2026-07-29 05:00:00
816,2306,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,0,2026-08-14 00:00:00
817,2375,system,System notification,There has been an update to your account or app settings.,1,2026-08-18 19:00:00
818,2177,system,System notification,There has been an update to your account or app settings.,0,2026-07-07 23:00:00
819,2310,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-31 13:00:00
820,1029,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-14 02:00:00
821,1003,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-28 01:00:00
822,2068,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-23 00:00:00
823,2243,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-07-16 07:00:00
824,2276,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-19 05:00:00
825,2072,payment_received,Payment received,We have received your payment. Thank you.,0,2026-08-28 09:00:00
826,2359,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,0,2026-07-13 04:00:00
827,2151,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-20 17:00:00
828,2030,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-15 23:00:00
829,2079,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-12 14:00:00
830,2374,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-28 10:00:00
831,2128,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-23 05:00:00
832,2226,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-16 19:00:00
833,2264,new_message,New message received,You have a new message in your consultation chat.,1,2026-07-26 06:00:00
834,2315,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-30 19:00:00
835,2093,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-22 06:00:00
836,1011,system,System notification,There has been an update to your account or app settings.,1,2026-08-16 18:00:00
837,2337,system,System notification,There has been an update to your account or app settings.,0,2026-07-11 20:00:00
838,2007,new_message,New message received,You have a new message in your consultation chat.,1,2026-07-31 00:00:00
839,1036,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-14 05:00:00
840,2305,system,System notification,There has been an update to your account or app settings.,1,2026-08-08 10:00:00
841,1023,new_message,New message received,You have a new message in your consultation chat.,0,2026-07-19 21:00:00
842,2120,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-20 08:00:00
843,2095,new_message,New message received,You have a new message in your consultation chat.,0,2026-08-01 00:00:00
844,2154,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-25 14:00:00
845,2131,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-07-31 19:00:00
846,1036,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-04 07:00:00
847,2127,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-31 11:00:00
848,2109,new_message,New message received,You have a new message in your consultation chat.,1,2026-07-06 08:00:00
849,2364,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-01 14:00:00
850,2287,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-07-02 20:00:00
851,2163,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,0,2026-07-08 07:00:00
852,2257,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-08-17 12:00:00
853,2393,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-09 14:00:00
854,2089,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-11 05:00:00
855,2155,system,System notification,There has been an update to your account or app settings.,1,2026-08-05 05:00:00
856,2274,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-21 09:00:00
857,2296,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-24 10:00:00
858,2349,new_message,New message received,You have a new message in your consultation chat.,0,2026-08-22 12:00:00
859,2347,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-07-21 11:00:00
860,2289,new_message,New message received,You have a new message in your consultation chat.,0,2026-08-05 08:00:00
861,2138,new_message,New message received,You have a new message in your consultation chat.,1,2026-07-17 20:00:00
862,2110,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-08-29 11:00:00
863,1019,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-16 00:00:00
864,2043,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-17 14:00:00
865,2386,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-08-24 04:00:00
866,2388,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-08-22 05:00:00
867,2183,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-07-25 12:00:00
868,2136,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-09 22:00:00
869,2210,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-07-07 13:00:00
870,2148,new_message,New message received,You have a new message in your consultation chat.,0,2026-08-15 09:00:00
871,2025,new_message,New message received,You have a new message in your consultation chat.,1,2026-07-16 21:00:00
872,2244,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-03 07:00:00
873,2185,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-17 01:00:00
874,2177,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-12 15:00:00
875,2154,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-08-24 22:00:00
876,2230,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-03 07:00:00
877,2051,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-11 05:00:00
878,1001,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-17 11:00:00
879,1028,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-12 20:00:00
880,2097,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-30 04:00:00
881,2383,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-11 09:00:00
882,2067,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-11 23:00:00
883,1037,system,System notification,There has been an update to your account or app settings.,0,2026-08-27 12:00:00
884,2293,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-12 09:00:00
885,1016,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-08-05 17:00:00
886,2167,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-15 11:00:00
887,2146,system,System notification,There has been an update to your account or app settings.,1,2026-07-23 13:00:00
888,2019,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-08 11:00:00
889,2062,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-05 07:00:00
890,2263,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-04 20:00:00
891,2108,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-23 22:00:00
892,2339,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-06 15:00:00
893,2075,payment_received,Payment received,We have received your payment. Thank you.,0,2026-07-16 13:00:00
894,2081,system,System notification,There has been an update to your account or app settings.,1,2026-07-08 02:00:00
895,2074,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-08-01 19:00:00
896,2236,payment_received,Payment received,We have received your payment. Thank you.,1,2026-08-21 15:00:00
897,2172,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-27 04:00:00
898,2088,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-03 03:00:00
899,2005,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-08 09:00:00
900,2212,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-13 19:00:00
901,2061,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-07-23 14:00:00
902,2074,system,System notification,There has been an update to your account or app settings.,1,2026-08-19 01:00:00
903,2133,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-25 04:00:00
904,2111,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,0,2026-07-19 11:00:00
905,2315,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-31 00:00:00
906,2235,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-20 14:00:00
907,2009,system,System notification,There has been an update to your account or app settings.,0,2026-08-09 08:00:00
908,2366,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-31 08:00:00
909,2072,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-31 17:00:00
910,2124,new_message,New message received,You have a new message in your consultation chat.,0,2026-07-27 22:00:00
911,2133,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-02 11:00:00
912,2145,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-16 14:00:00
913,2108,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-09 04:00:00
914,2058,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-08-25 00:00:00
915,2371,system,System notification,There has been an update to your account or app settings.,1,2026-08-16 20:00:00
916,2143,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-07 00:00:00
917,2120,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-08-12 03:00:00
918,1037,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-25 23:00:00
919,2328,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-29 20:00:00
920,2111,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-03 02:00:00
921,2220,new_message,New message received,You have a new message in your consultation chat.,1,2026-07-20 05:00:00
922,2026,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-07-27 02:00:00
923,2399,new_message,New message received,You have a new message in your consultation chat.,0,2026-07-29 23:00:00
924,2400,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-17 13:00:00
925,2110,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-08-23 15:00:00
926,2244,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-29 16:00:00
927,2185,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-30 22:00:00
928,2168,new_message,New message received,You have a new message in your consultation chat.,0,2026-07-14 13:00:00
929,2340,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-08-20 12:00:00
930,2363,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-07-11 06:00:00
931,2048,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-31 16:00:00
932,2193,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-21 14:00:00
933,2231,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-04 03:00:00
934,2006,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-07-13 00:00:00
935,2063,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-07-13 16:00:00
936,1016,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-18 12:00:00
937,2111,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-08-06 07:00:00
938,2076,system,System notification,There has been an update to your account or app settings.,0,2026-08-19 17:00:00
939,2337,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-02 09:00:00
940,2287,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-08-01 19:00:00
941,2361,payment_received,Payment received,We have received your payment. Thank you.,0,2026-07-05 00:00:00
942,2353,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-21 04:00:00
943,2050,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-03 18:00:00
944,2036,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-29 05:00:00
945,2217,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-18 11:00:00
946,2155,system,System notification,There has been an update to your account or app settings.,1,2026-07-26 06:00:00
947,2051,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-21 09:00:00
948,2261,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-02 11:00:00
949,2186,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-07 18:00:00
950,1032,new_message,New message received,You have a new message in your consultation chat.,0,2026-07-15 17:00:00
951,2334,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-10 01:00:00
952,2246,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-24 12:00:00
953,2111,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-08-31 22:00:00
954,2050,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-13 16:00:00
955,2125,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-08-20 17:00:00
956,2220,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-21 19:00:00
957,2038,new_message,New message received,You have a new message in your consultation chat.,0,2026-07-08 04:00:00
958,2065,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-12 22:00:00
959,2312,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-26 06:00:00
