id,message_id,file_url,file_type,file_size_kb,uploaded_at
273,3499,https://cdn.example.md/uploads/msg_3499.pdf,application/pdf,611,2026-08-29 12:00:00
274,3775,https://cdn.example.md/uploads/msg_3775.mp3,audio/mpeg,4533,2026-08-19 01:00:00
275,3317,https://cdn.example.md/uploads/msg_3317.pdf,application/pdf,3117,2026-08-18 00:00:00
276,1243,https://cdn.example.md/uploads/msg_1243.jpg,image/jpeg,99,2026-08-25 06:00:00
277,1872,https://cdn.example.md/uploads/msg_1872.pdf,application/pdf,82,2026-08-12 15:00:00
278,4015,https://cdn.example.md/uploads/msg_4015.pdf,application/pdf,2359,2026-08-29 10:00:00
279,2002,https://cdn.example.md/uploads/msg_2002.mp3,audio/mpeg,4457,2026-08-31 12:00:00
280,1231,https://cdn.example.md/uploads/msg_1231.mp3,audio/mpeg,3683,2026-08-11 17:00:00
281,1066,https://cdn.example.md/uploads/msg_1066.mp3,audio/mpeg,4215,2026-08-26 05:00:00
282,4016,https://cdn.example.md/uploads/msg_4016.mp3,audio/mpeg,3674,2026-08-14 13:00:00
283,476,https://cdn.example.md/uploads/msg_476.mp3,audio/mpeg,184,2026-08-20 00:00:00
284,4213,https://cdn.example.md/uploads/msg_4213.pdf,application/pdf,2082,2026-08-24 04:00:00
285,130,https://cdn.example.md/uploads/msg_130.jpg,image/jpeg,3179,2026-08-29 12:00:00
286,1597,https://cdn.example.md/uploads/msg_1597.mp3,audio/mpeg,3263,2026-08-26 06:00:00
287,3370,https://cdn.example.md/uploads/msg_3370.mp3,audio/mpeg,2220,2026-08-24 09:00:00
288,994,https://cdn.example.md/uploads/msg_994.jpg,image/jpeg,2538,2026-08-22 12:00:00
289,4188,https://cdn.example.md/uploads/msg_4188.pdf,application/pdf,3131,2026-08-16 00:00:00
290,1723,https://cdn.example.md/uploads/msg_1723.pdf,application/pdf,444,2026-08-30 22:00:00
291,1840,https://cdn.example.md/uploads/msg_1840.jpg,image/jpeg,3106,2026-08-16 02:00:00
292,3211,https://cdn.example.md/uploads/msg_3211.mp3,audio/mpeg,3600,2026-08-16 11:00:00
293,2859,https://cdn.example.md/uploads/msg_2859.mp3,audio/mpeg,1137,2026-08-15 10:00:00
294,1355,https://cdn.example.md/uploads/msg_1355.pdf,application/pdf,1523,2026-08-11 13:00:00
295,3539,https://cdn.example.md/uploads/msg_3539.jpg,image/jpeg,2921,2026-08-14 16:00:00
296,114,https://cdn.example.md/uploads/msg_114.pdf,application/pdf,1642,2026-08-15 00:00:00
297,3676,https://cdn.example.md/uploads/msg_3676.pdf,application/pdf,1515,2026-08-12 12:00:00
298,458,https://cdn.example.md/uploads/msg_458.pdf,application/pdf,1065,2026-08-30 22:00:00
299,4009,https://cdn.example.md/uploads/msg_4009.mp3,audio/mpeg,2062,2026-08-17 03:00:00
300,839,https://cdn.example.md/uploads/msg_839.mp3,audio/mpeg,431,2026-08-16 06:00:00
